movie_id,person_id,credit_id,department,job_title
69695,117691,52fe47d6c3a368484e0dc441,Directing,Director
69695,121104,52fe47d6c3a368484e0dc447,Writing,Story
69695,121103,52fe47d6c3a368484e0dc44d,Writing,Story
69695,30128,52fe47d6c3a368484e0dc453,Writing,Screenplay
69695,935847,52fe47d6c3a368484e0dc459,Crew,Additional Dialogue
36056,2636,52fe45c99251416c9103e6cb,Writing,Writer
36056,7388,52fe45c99251416c9103e6dd,Art,Art Direction
36056,7385,52fe45c99251416c9103e6d1,Production,Producer
36056,2636,52fe45c99251416c9103e6b9,Directing,Director
36056,7386,5377e4b10e0a2614160030a3,Camera,Director of Photography
36056,1585030,652c85c46611b400acb9f511,Directing,Assistant Director
36056,3681,65a95a9a0f0da501313c2bd8,Writing,Writer
36056,108815,65a95ac2c4f55201378e76e4,Visual Effects,Matte Painter
41289,126033,52fe45c1c3a36847f80d8907,Directing,Director
41289,1356998,53fbebebc3a368735e005e65,Writing,Writer
25563,21305,52fe44d0c3a368484e038521,Directing,Director
25563,14875,56ad79669251417e11007f51,Writing,Screenplay
25563,3356,56ad79a99251417e11007f5b,Camera,Director of Photography
25563,113571,56ad79b29251417e20007c26,Editing,Editor
25563,7650,56ad79bbc3a3681c31007a32,Art,Art Direction
25563,4127,56ad79c39251417e20007c28,Costume & Make-Up,Costume Design
25563,1147115,642991f00f365500f1c266be,Sound,Original Music Composer
25563,1147115,6429920a8de0ae00978d79ef,Writing,Lyricist
25563,1419678,642991fdc0442901f002a7ac,Sound,Original Music Composer
25563,1419678,6429921c8de0ae00b6550b3d,Writing,Lyricist
25563,84642,5c978d480e0a264cbdc0c41f,Writing,Screenplay
25563,17915,5e7b66ac9e40120010050fa4,Sound,Music Director
25563,4109,6833b729d9feb8d29ca86ad1,Directing,Co-Director
25563,67428,6833b73b0889d3b4b7414271,Crew,Additional Dialogue
25563,1221528,6833b74aa61ef8421deb2fdb,Production,Associate Producer
25563,4123,6833b7538928f411f4eb3006,Production,Executive Producer
25563,2663,6833b75b42e8a4d2df2b71c8,Production,Executive Producer
25563,29810,6833b77d70315f34812b705a,Sound,Original Music Composer
25563,30268,6833b787d8ca74a9dab6b46c,Sound,Original Music Composer
25563,91232,6833b7a00e7cbb032703728a,Costume & Make-Up,Hairstylist
25563,1570440,6833b7accc484ff60deb3010,Production,Unit Manager
25563,2663,6833b7b5380ebee35a72fc18,Production,Executive In Charge Of Production
25563,1450115,6833b7c9cc484ff60deb3014,Directing,Second Assistant Director
25563,1543598,6833b7d6a4f5e75043b6c9b4,Directing,Assistant Director
25563,1556114,6833b7df8121cf5b6f72fd66,Art,Props
25563,1002528,6833b7e974bf8ae53f2b7285,Sound,Sound Mixer
25563,2654,6833b80adf895e1db172fc38,Crew,Special Effects
25563,2578315,6833b8311fa0c455ba72fbba,Crew,Special Effects
25563,2578316,6833b843eb4d6a8cf303720e,Camera,Assistant Camera
25563,2939408,6833b8564ff8cd0fc772fb28,Lighting,Best Boy Electric
25563,1529433,6833b85f5f647053e7055113,Camera,Still Photographer
25563,1559944,6833b86a8f47ed8371b6b493,Camera,Camera Operator
25563,118305,6833b8721ce59bcc97b6b545,Costume & Make-Up,Wardrobe Master
25563,2578317,6833b87e498f2497a872fc51,Costume & Make-Up,Wardrobe Master
25563,4541263,6833b889440c078c6bb6b5b5,Costume & Make-Up,Other
25563,4307479,6833b8a8e5b8d06413055482,Crew,Additional Music
25563,119538,6833b8b449d299fbdd2b774d,Crew,Additional Music
25563,18593,6833b8bd2f025fa43a72fa76,Crew,Additional Music
50618,235112,52fe47cec3a36847f81494b7,Directing,Director
50618,1098310,52fe47cec3a36847f81494c3,Writing,Writer
50618,1257041,551800dcc3a36866920024c3,Production,Producer
50618,226709,551800f5c3a36862f6003b4d,Production,Producer
50618,1447092,5518010ec3a3685cfa0022a6,Production,Producer
50618,1447094,551801a3c3a36862ef003e92,Writing,Writer
50618,226709,551801b8c3a36862ef003e9d,Writing,Story
50618,1447095,551801d69251416efe0041e7,Camera,Director of Photography
50618,1401610,5518020ec3a36862f9003e1e,Art,Production Design
50618,125896,55180281c3a36862ff003ded,Sound,Sound Designer
50618,1447101,551802a59251412cb9002593,Sound,Sound Re-Recording Mixer
50618,1447103,551802ccc3a3686302003c9a,Sound,Supervising Sound Editor
50618,1447105,551802e0c3a3685cfa00230f,Sound,Foley
50618,1447106,551803099251412c1e002728,Editing,Digital Intermediate
50618,1417971,551803a29251412c1e002751,Production,Production Manager
50618,2313928,64413b42d35dea04adfa5cdb,Costume & Make-Up,Makeup Artist
50618,2275432,64413b5dcee2f6044b356517,Costume & Make-Up,Costume Design
50618,3124203,64413b77e2bca802fc42cf21,Costume & Make-Up,Makeup Artist
50618,1429230,64413b84d35dea0481fa593b,Crew,Stunt Coordinator
50618,1586253,64413baffcec2e02fcd8eeed,Directing,Assistant Director
50618,2296866,64413bdbfcec2e02fcd8ef0c,Camera,Steadicam Operator
50618,3997458,64413c00e2bca8050942d0fe,Visual Effects,VFX Supervisor
50618,3173113,64413c0fcee2f6044b356549,Visual Effects,VFX Supervisor
50618,1589008,5f9e2d939ee0ef003981589d,Sound,Original Music Composer
50618,1118746,67586891460447b09de41737,Writing,Writer
50618,3321143,68199716dc5a3c3cc484d8aa,Editing,Lead Editor
18217,11419,52fe476a9251416c750987bd,Directing,Director
